"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"528","MAHBUBNAGAR","cotton","AGRICULTURE",103,"2",1
"529","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"2",1
"530","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"2",1
"537","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"2",1
"539","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"2",1
"541","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"2",1
"542","MAHBUBNAGAR","pomergranate","TREE BASED LIVELIHOOD",205,"2",1
"543","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"2",1
"544","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"2",1
"546","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"2",1
"547","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"2",1
"550","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"2",1
"551","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"2",1
"560","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"2",1
"563","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"2",1
"564","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"2",1
"565","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"2",1
"569","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"2",1
"570","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"2",1
"571","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"2",1
"572","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"2",1
"574","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"2",1
"577","MALKANGIRI","Paddy","AGRICULTURE",102,"2",1
"578","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"2",1
"579","MALKANGIRI","sua(fox tail millet)","AGRICULTURE",104,"2",1
"580","MALKANGIRI","Alsi","AGRICULTURE",105,"2",1
"581","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"2",1
"582","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"2",1
"583","MALKANGIRI","mustard","AGRICULTURE",108,"2",1
"585","MALKANGIRI","onion","AGRICULTURE",110,"2",1
"586","MALKANGIRI","potato","AGRICULTURE",111,"2",1
"587","MALKANGIRI","seasame","AGRICULTURE",112,"2",1
"589","MALKANGIRI","Sweet corn","AGRICULTURE",114,"2",1
"590","MALKANGIRI","banana","TREE BASED LIVELIHOOD",201,"2",1
"591","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"2",1
"593","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"2",1
"594","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"2",1
"596","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"2",1
"598","MALKANGIRI","Buffalo for agriculture","OTHER LIVESTOCKS",501,"2",1
"599","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"2",1
"600","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"2",1
"602","MALKANGIRI","pig for meat","OTHER LIVESTOCKS",505,"2",1
"603","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"2",1
"605","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"2",1
"606","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"2",1
"607","MALKANGIRI","chauli, landa, pandam(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"2",1
"610","MALKANGIRI","mahua(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"2",1
"612","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"2",1
"625","MALKANGIRI","wild cashew","NTFP COLLECTION",901,"2",1
"633","MALKANGIRI","Tendu leaf","NTFP COLLECTION",909,"2",1
"634","MALKANGIRI","mushroom","NTFP COLLECTION",910,"2",1
"635","MALKANGIRI","mahua fruit from forest","NTFP COLLECTION",911,"2",1
"639","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"2",1
"640","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"2",1
"641","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"2",1
"642","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"2",1
"645","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"2",1
"647","PALAMU","Paddy","AGRICULTURE",102,"2",1
"648","PALAMU","Wheat","AGRICULTURE",103,"2",1
"649","PALAMU","Barley ","AGRICULTURE",104,"2",1
"652","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"2",1
"655","PALAMU","Millet","AGRICULTURE",110,"2",1
"656","PALAMU","mustard","AGRICULTURE",111,"2",1
"658","PALAMU","sesame","AGRICULTURE",113,"2",1
"659","PALAMU","Tisi","AGRICULTURE",114,"2",1
"662","PALAMU","Mahua fruit (private sources)","TREE BASED LIVELIHOOD",203,"2",1
"664","PALAMU","Goat ","SHEEP/GOAT REARING",301,"2",1
"665","PALAMU","Dairy cattle(Buffalo milk,Cow Milk)","DAIRY CATTLE",401,"2",1
"668","PALAMU","Buffalo ","OTHER LIVESTOCKS",503,"2",1
"669","PALAMU","Bullock  ","OTHER LIVESTOCKS",504,"2",1
"671","PALAMU","Hen ","OTHER LIVESTOCKS",506,"2",1
"672","PALAMU","Pig ","OTHER LIVESTOCKS",507,"2",1
"680","PALAMU","Bullocks rented for agriculture","TRADE/BUSINESS/SERVICES",802,"2",1
"681","PALAMU","Perishable goods(Chicken shop, Fish Trader )","TRADE/BUSINESS/SERVICES",803,"2",1
"685","PALAMU","Consumer goods(grocery store )","TRADE/BUSINESS/SERVICES",807,"2",1
"690","PALAMU","PDS dealer","TRADE/BUSINESS/SERVICES",812,"2",1
"699","PALAMU"," Fire Wood ","NTFP COLLECTION",905,"2",1
"700","PALAMU","Tendu leaves","NTFP COLLECTION",906,"2",1
"704","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"2",1
"706","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"2",1
"708","PALAMU","local skilled labor (barhi,mistri, rajmistri,sculpture)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"2",1
"709","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"2",1
"712","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"2",1
"713","BANKURA","Potato","AGRICULTURE",107,"2",1
"714","BANKURA","Khasla (oil seed)","AGRICULTURE",108,"2",1
"715","BANKURA","Tisi (oil seed)","AGRICULTURE",109,"2",1
"716","BANKURA","Onion","AGRICULTURE",110,"2",1
"722","BANKURA","Sheep ","SHEEP/GOAT REARING",301,"2",1
"723","BANKURA","Goat ","SHEEP/GOAT REARING",302,"2",1
"725","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"2",1
"727","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"2",1
"728","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"2",1
"730","BANKURA","cow","OTHER LIVESTOCKS",506,"2",1
"731","BANKURA","sale of wild fish","FISHING/AQUACULTURE",601,"2",1
"732","BANKURA","sale of cultivated fish","FISHING/AQUACULTURE",602,"2",1
"733","BANKURA","Mat (made from leaves of date tree)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"2",1
"741","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"2",1
"743","BANKURA","Consumer goods (grocery shop,Medicine shop,Dashakarma shop[idols,dieties],Garment shop,shoes shop,Stationary shop,variety shop,Hardware shop,cement & rod shop,fertilizer shop,Tin,Asbestor,  )","TRADE/BUSINESS/SERVICES",807,"2",1
"762","BANKURA","Social security pension (oldage,widow)","PENSION / REMITTANCES",1101,"2",1
"763","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"2",1
"765","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"2",1
"766","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"2",1
"768","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"2",1
"3459","KACHCHH"," Sesame ","AGRICULTURE",103,"10",1
"3460","KACHCHH","Pulses (Mug, Math)","AGRICULTURE",104,"10",1
"3461","KACHCHH"," Sovin","AGRICULTURE",105,"10",1
"3463","KACHCHH"," Castor","AGRICULTURE",107,"10",1
"3464","KACHCHH"," Groundnut","AGRICULTURE",108,"10",1
"3465","KACHCHH"," Bajra(Millet)","AGRICULTURE",109,"10",1
"3466","KACHCHH"," Sorghum","AGRICULTURE",110,"10",1
"3474","KACHCHH","Sheep","SHEEP/GOAT REARING",301,"10",1
"3475","KACHCHH","Goat","SHEEP/GOAT REARING",302,"10",1
"3476","KACHCHH","milk from cow","DAIRY CATTLE",401,"10",1
"3477","KACHCHH","milk from buffalo","DAIRY CATTLE",402,"10",1
"3480","KACHCHH","charcoal production","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"10",1
"3487","KACHCHH","consumer goods (Ration Shop)","TRADE/BUSINESS/SERVICES",807,"10",1
"3492","KACHCHH","Private salaried job (salt factory,cement factory,shop, NGO, Pvt commpany, driver ","SALARIED JOB",1001,"10",1
"3493","KACHCHH","Govt salaried job ( police,pwd,teacher,postman,aganvadiworker,aganvadi helper,elec tric board,state transport,b s f,Railway Police,Coast guard,Indian Army)","SALARIED JOB",1002,"10",1
"3495","KACHCHH","social security pension (Window pension)","PENSION / REMITTANCES",1101,"10",1
"3496","KACHCHH","local Agriculture Labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"10",1
"3497","KACHCHH","local skilled labor(Mason, carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"10",1
"3498","KACHCHH","local unskilled labor  (factory, indian air force,company)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"10",1
"3502","DEVAS"," paddy ","AGRICULTURE",101,"10",1
"3503","DEVAS","Wheat","AGRICULTURE",102,"10",1
"3504","DEVAS","pluses( Chawla,Urad,Moong)","AGRICULTURE",103,"10",1
"3505","DEVAS","Tilli","AGRICULTURE",104,"10",1
"3506","DEVAS","groundnut","AGRICULTURE",105,"10",1
"3507","DEVAS","chillies","AGRICULTURE",106,"10",1
"3508","DEVAS","jowar","AGRICULTURE",107,"10",1
"3509","DEVAS","maize","AGRICULTURE",108,"10",1
"3510","DEVAS","cotton","AGRICULTURE",109,"10",1
"3511","DEVAS","Soyabean","AGRICULTURE",110,"10",1
"3512","DEVAS","onion","AGRICULTURE",111,"10",1
"3513","DEVAS","potato","AGRICULTURE",112,"10",1
"3514","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"10",1
"3515","DEVAS"," goat ","SHEEP/GOAT REARING",301,"10",1
"3516","DEVAS","goat (for meat)","SHEEP/GOAT REARING",302,"10",1
"3517","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"10",1
"3518","DEVAS","hen ","OTHER LIVESTOCKS",501,"10",1
"3519","DEVAS","bullocks","OTHER LIVESTOCKS",502,"10",1
"3522","DEVAS","bamboo products (tokani and tat)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"10",1
"3523","DEVAS","Jhadu banana(broom making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"10",1
"3524","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"10",1
"3525","DEVAS","ET Banana (brick making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"10",1
"3526","DEVAS","Rassi Banana(rope making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"10",1
"3528","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"10",1
"3529","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"10",1
"3531","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"10",1
"3532","DEVAS","construction contractor","TRADE/BUSINESS/SERVICES",804,"10",1
"3539","DEVAS","Mahua fruit","NTFP COLLECTION",904,"10",1
"3540","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"10",1
"3541","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"10",1
"3543","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"10",1
"3544","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"10",1
"3545","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"10",1
"3546","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"10",1
"3547","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"10",1
"3550","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"10",1
"3551","KHANDWA"," Jowar","AGRICULTURE",101,"10",1
"3552","KHANDWA","Maize","AGRICULTURE",102,"10",1
"3554","KHANDWA"," Wheat ","AGRICULTURE",104,"10",1
"3555","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"10",1
"3556","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"10",1
"3557","KHANDWA"," Cotton","AGRICULTURE",107,"10",1
"3560","KHANDWA","Sugarcane","AGRICULTURE",110,"10",1
"3563","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"10",1
"3564","KHANDWA"," goat","SHEEP/GOAT REARING",301,"10",1
"3565","KHANDWA","Dairy (cow milk,buffalo milk)","DAIRY CATTLE",401,"10",1
"3567","KHANDWA"," hen","OTHER LIVESTOCKS",502,"10",1
"3570","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"10",1
"3572","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"10",1
"3588","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"10",1
"3589","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"10",1
"3591","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"10",1
"3592","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"10",1
"3593","KHANDWA","local skilled labor (Mason, Carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"10",1
"3594","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"10",1
"3595","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"10",1
"3598","MAHBUBNAGAR","rice ","AGRICULTURE",101,"10",1
"3599","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"10",1
"3600","MAHBUBNAGAR","cotton","AGRICULTURE",103,"10",1
"3601","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"10",1
"3602","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"10",1
"3604","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"10",1
"3607","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"10",1
"3608","MAHBUBNAGAR","raagulu(type of sesame)","AGRICULTURE",111,"10",1
"3609","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"10",1
"3610","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"10",1
"3611","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"10",1
"3612","MAHBUBNAGAR","orange orchard  (owner)","TREE BASED LIVELIHOOD",203,"10",1
"3613","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"10",1
"3615","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"10",1
"3616","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"10",1
"3618","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"10",1
"3619","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"10",1
"3620","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"10",1
"3622","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"10",1
"3623","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"10",1
"3625","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"10",1
"3626","MAHBUBNAGAR","kallu(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"10",1
"3627","MAHBUBNAGAR","making of pots","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"10",1
"3628","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"10",1
"3629","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"10",1
"3630","MAHBUBNAGAR","mechannical business(cycle repair shop,motor cycle repair shop)  ","TRADE/BUSINESS/SERVICES",803,"10",1
"3632","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"10",1
"3635","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"10",1
"3636","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"10",1
"3637","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"10",1
"3638","MAHBUBNAGAR","govt/private pension(retirement)","SALARIED JOB",1003,"10",1
"3641","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"10",1
"3642","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"10",1
"3643","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"10",1
"3644","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"10",1
"3646","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"10",1
"3649","MALKANGIRI","Paddy","AGRICULTURE",102,"10",1
"3653","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"10",1
"3654","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"10",1
"3656","MALKANGIRI","Ground nut","AGRICULTURE",109,"10",1
"3663","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"10",1
"3665","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"10",1
"3666","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"10",1
"3668","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"10",1
"3671","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"10",1
"3672","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"10",1
"3673","MALKANGIRI","Duck for meat","OTHER LIVESTOCKS",504,"10",1
"3675","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"10",1
"3676","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"10",1
"3677","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"10",1
"3678","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"10",1
"3681","MALKANGIRI","bamboo product(Dala,dangla, dudi,jhudi, kolki, kula,takla, tiffin, changudi)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"10",1
